Trade Name,Address,City,State,Zip,Occupation Code,Owner Name,Location 1
HOTEL LE MARAIS,717 CONTI ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),INTERSTATE MANAGEMENT COMPANY LLC,"717 CONTI ST
NEW ORLEANS, LA 70130
(29.95596431200005, -90.06722446799995)"
HOTEL MAZARIN,730 BIENVILLE ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),INTERSTATE MANAGEMENT COMPANY LLC,"730 BIENVILLE ST
NEW ORLEANS, LA 70130
(29.955267182000057, -90.06818662399996)"
HOTEL MONTELEONE,214 ROYAL ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW HOTEL MONTELEONE LLC,"214 ROYAL ST
NEW ORLEANS, LA 70130
(29.954650711000056, -90.06771879699994)"
HOUSE OF BLUES RESTAURANT,225 DECATUR ST,NEW ORLEANS,LA,70130-1015,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),HOUSE OF BLUES NEW ORLEANS RESTAURANT CORP.,"225 DECATUR ST
NEW ORLEANS, LA 70130-1015
(29.953259907000074, -90.06601341999999)"
HOUSTON'S RESTAURANT,1755 ST CHARLES AVE,NEW ORLEANS,LA,70130-5257,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HILLSTONE RESTAUTRANT GROUP, INC.","1755 ST CHARLES AVE
NEW ORLEANS, LA 70130-5257
(29.93649881600004, -90.07756504499997)"
HUCK FINNS CAFE,135 DECATUR ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JRKW ENTERPRISES LLC,"135 DECATUR ST
NEW ORLEANS, LA 70130
(29.952310572000044, -90.06685650299994)"
HUGE ASS BEER BAR & GRILL,333 BOURBON ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"BVK ENTERPRISES, LLC","333 BOURBON ST
NEW ORLEANS, LA 70116
(29.955792531000043, -90.06821960999997)"
HUSTLER'S BARELY LEGAL,423-427 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),SB ENTERTAINMENT INC,"423-427 BOURBON ST
NEW ORLEANS, LA 70130
(29.95650888800003, -90.06757643599997)"
HYATT FRENCH QUARTER,800 IBERVILLE ST,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HRI LODGING, LLC","800 IBERVILLE ST
NEW ORLEANS, LA 70112
(29.954767092000054, -90.06927668199995)"
HYATT PLACE NEW ORLEANS/CONVENTION CENTER,881 CONVENTION CENTER BLVD,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HRI LODGING, LLC","881 CONVENTION CENTER BLVD
NEW ORLEANS, LA 70130
(29.94245957000004, -90.06467216399994)"
Hyatt Regency New Orleans,601 Loyola Ave,NEW ORLEANS,LA,70113,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Hyatt Louisiana L.L.C.,"601 Loyola Ave
NEW ORLEANS, LA 70113
(29.949339844000065, -90.07630099199997)"
IGNATIUS,3121 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RACE STREET INC,"3121 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.92425582100003, -90.08601357599997)"
IGOR'S BUDDHA BELLY BAR GRILL,4437 MAGAZINE ST,NEW ORLEANS,LA,70115-1540,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),IGOR'S GARLIC CLOVE INC,"4437 MAGAZINE ST
NEW ORLEANS, LA 70115-1540
(29.920737905000067, -90.10260297699995)"
IGOR'S CHECK POINT CHARLIE,501 ESPLANADE AVE,NEW ORLEANS,LA,70116-2016,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"CHECK POINT CHARLIE, LLC","501 ESPLANADE AVE
NEW ORLEANS, LA 70116-2016
(29.96220020000004, -90.05802862799999)"
IGOR'S LOUNGE AND GAME ROOM,2133 ST CHARLES AVE,NEW ORLEANS,LA,70130-5320,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),IGOR'S LLC,"2133 ST CHARLES AVE
NEW ORLEANS, LA 70130-5320
(29.934364790000075, -90.08037661299994)"
II TONYS RESTAURANT,8536 PONTCHARTRAIN BLVD,NEW ORLEANS,LA,70124,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),II TONY'S INC,"8536 PONTCHARTRAIN BLVD
NEW ORLEANS, LA 70124
(30.02107284400006, -90.11449222099998)"
IL MERCATO,1911 MAGAZINE ST ,NEW ORLEANS,LA,70130,3364 - RECEPTION HALL,JOEL CATERING AND SPECIAL EVENTS LLC ,"1911 MAGAZINE ST
NEW ORLEANS, LA 70130
(29.931454126000062, -90.07409782899998)"
IL' POSTO,4607 DRYADES ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AVENUE C, LLC.","4607 DRYADES ST
NEW ORLEANS, LA 70115
(29.929297818000066, -90.10488935499995)"
Ilys' Bistro,2128 St Claude Ave,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"Ilys' Bistro, LLC.","2128 St Claude Ave
NEW ORLEANS, LA 70116
(29.968479826000078, -90.05776323899994)"
INDUSTRY BAR & KITCHEN,240 DECATUR ST,NEW ORLEANS,LA,70130-1016,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PARSA INC,"240 DECATUR ST
NEW ORLEANS, LA 70130-1016
(29.95314745400003, -90.06603477199997)"
INTER CONTINENTAL,444 ST CHARLES AVE,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NORTHWEST AIRMOTIVE INC,"444 ST CHARLES AVE
NEW ORLEANS, LA 70130
(29.95025129900006, -90.07035060899995)"
INTERNATIONAL ARTS FDN,3220 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70114,2051 - PROM OF PERFORM ARTS/SPORTS/SIM EVNTS,ERNEST D. KELLY,"3220 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70114
(29.926027328000032, -90.02305698999999)"
INTERNATIONAL HOUSE HOTEL,221 CAMP ST,NEW ORLEANS,LA,70130-2703,"1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH",INTERNATIONAL HOUSE LLC,"221 CAMP ST
NEW ORLEANS, LA 70130-2703
(29.951495279000028, -90.06873669499998)"
IRENE'S CUISINE,539 ST PHILIP ST,NEW ORLEANS,LA,70116-3322,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),IRENE'S CUISINE OF THE FQTR LLC,"539 ST PHILIP ST
NEW ORLEANS, LA 70116-3322
(29.959439099000065, -90.06105279799993)"
IRISH BAYOU CONVENIENCE STORE,3684 RIDGEWAY BLVD,NEW ORLEANS,LA,70129,1101 - CONVENIENCE STORES,IRISH BAYOU TRAVEL CENTER LLC,"3684 RIDGEWAY BLVD
NEW ORLEANS, LA 70129
(30.145205759000078, -89.86162999899994)"
IRISH BAYOU TRUCK STOP & CASINO,3684 RIDGEWAY BLVD,NEW ORLEANS,LA,70129,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),IRISH BAYOU TRAVEL CENTER LLC,"3684 RIDGEWAY BLVD
NEW ORLEANS, LA 70129
(30.145205759000078, -89.86162999899994)"
J & J'S SPORTS LOUNGE,800 FRANCE ST,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"J & J'S SPORTS LOUNGE, LLC","800 FRANCE ST
NEW ORLEANS, LA 70117
(29.962160132000065, -90.03451003499998)"
J & K BAR,3700 GENERAL MEYER AVE,NEW ORLEANS,LA,70114,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),J & K BAR LLC,"3700 GENERAL MEYER AVE
NEW ORLEANS, LA 70114
(29.93844585000005, -90.01778259499997)"
J & P SUPERETTE,2941 EAGLE ST,NEW ORLEANS,LA,70118-3257,1101 - CONVENIENCE STORES,HAMED ABDELRAZAK,"2941 EAGLE ST
NEW ORLEANS, LA 70118-3257
(29.96490947600006, -90.12184032199997)"
J C DELI,65 FRENCH MARKET PL,NEW ORLEANS,LA,70116-2630,1101 - CONVENIENCE STORES,"KIM, YOUNG DUK","65 FRENCH MARKET PL
NEW ORLEANS, LA 70116-2630
(29.960636806000025, -90.05867034399995)"
JACK DEMPSEY'S RESTAURANT,738 POLAND AVE,NEW ORLEANS,LA,70117,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAIAMONTE LLC,"738 POLAND AVE
NEW ORLEANS, LA 70117
(29.961469915000066, -90.03257996299999)"
JACKSON BREWERY BISTRO BAR,620 DECATUR ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),620 DECATUR  LLC,"620 DECATUR ST
NEW ORLEANS, LA 70130
(29.956651072000057, -90.06280892499996)"
JACKSON SQUARE CAFE PONTALBA,546 ST PETER ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JACKSON SQUARE CAFE INC,"546 ST PETER ST
NEW ORLEANS, LA 70116
(29.95697625200006, -90.06321923799999)"
JACQUES-IMO CAFE,8324 OAK ST,NEW ORLEANS,LA,70118-2044,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JACQUES-IMO CAFE LLC,"8324 OAK ST
NEW ORLEANS, LA 70118-2044
(29.949178525000036, -90.13207834599996)"
JAKEL'S BACK STREET LOUNGE,2613-15 JASMINE ST,NEW ORLEANS,LA,70127,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),JAKEL'S BACK STREET LOUNGE INC,"2613-15 JASMINE ST
NEW ORLEANS, LA 70127
(30.00092116500008, -90.04971639599995)"
JAMILA'S CAFE,7808 MAPLE ST,NEW ORLEANS,LA,70118,1210 - SPECIAL EVENTS-JAZZ FEST (VENDOR),JAMILA'S INC,"7808 MAPLE ST
NEW ORLEANS, LA 70118
(29.942638173000034, -90.13054926799998)"
JAZZ,2410 CONTI ST,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),JAZZ INC,"2410 CONTI ST
NEW ORLEANS, LA 70119
(29.965892092000047, -90.08192964099999)"
JAZZ CAFE,209 DECATUR ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAXX HOUSE INC,"209 DECATUR ST
NEW ORLEANS, LA 70130
(29.95302023200003, -90.06622313599996)"
JAZZ CITY,601 CANAL ST,NEW ORLEANS,LA,70130,"1110 - BEER, WINE & LIQUOR STORES",MAGNOLIA ENTERPRISES INC,"601 CANAL ST
NEW ORLEANS, LA 70130
(29.95271487800005, -90.06815551199998)"
Jazz Daiquiris - East,8020 DOWNMAN RD,NEW ORLEANS,LA,70126,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"STREET ORLEANZ, LLC","8020 DOWNMAN RD
NEW ORLEANS, LA 70126
(30.032279937000055, -90.02677015799998)"
JAZZ GUMBO,840 CANAL ST,NEW ORLEANS,LA,70112-2306,"1110 - BEER, WINE & LIQUOR STORES",MAGNOLIA ENTERPRISES INC,"840 CANAL ST
NEW ORLEANS, LA 70112-2306
(29.95422667100007, -90.07087604999998)"
JESTER MARDI GRAS DAIQUIRIS,401 BOURBON ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"P & J Daiquiri Cafe, LLC","401 BOURBON ST
NEW ORLEANS, LA 70130
(29.956350327000052, -90.06771303599999)"
JESTER MARDI GRAS DAIQUIRIS,619 BOURBON ST,NEW ORLEANS,LA,70130,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"P & J DAIQUIRI CAFE, LLC.","619 BOURBON ST
NEW ORLEANS, LA 70130
(29.958190521000063, -90.06608255699996)"
JESTER-GATEWAY MARDI GRAS,200 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),LA PAIX LLC.,"200 BOURBON ST
NEW ORLEANS, LA 70130
(29.954800508000062, -90.06901857099996)"
JEWEL'S FOOD STORE,2136 MAGAZINE ST,NEW ORLEANS,LA,70130,1101 - CONVENIENCE STORES,"O D S, LLC","2136 MAGAZINE ST
NEW ORLEANS, LA 70130
(29.92996576200005, -90.07611809199994)"
JIMMY BUFFETT'S MARGARITAVILLE,1104-14 DECATUR ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MARGARITAVILLE CAFE OF NEW ORLEANS LLC,"1104-14 DECATUR ST
NEW ORLEANS, LA 70116
(29.959990726000058, -90.05984456999994)"
JIMMY J'S CAFE,115 CHARTRES ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOULMATES, LLC","115 CHARTRES ST
NEW ORLEANS, LA 70130
(29.95303060300006, -90.06782250299995)"
JIMMY'S GROCERY & MEAT MKT,4201 DAUPHINE ST,NEW ORLEANS,LA,70117,1101 - CONVENIENCE STORES,SHARIFF & NADDER INC,"4201 DAUPHINE ST
NEW ORLEANS, LA 70117
(29.962025124000036, -90.03440969799999)"
JOE'S SANDPIPER,2119 LOUISIANA AVE,NEW ORLEANS,LA,70115,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),SIMMONS BENJAMIN C,"2119 LOUISIANA AVE
NEW ORLEANS, LA 70115
(29.933283949000042, -90.09377304099996)"
JOEL CATERING & SPECIAL EVENTS,1201 CONVENTION CENTER BLVD,NEW ORLEANS,LA,70130,2065 - CATERERS,JOEL CATERING & SPECIAL EVENTS LLC,"1201 CONVENTION CENTER BLVD
NEW ORLEANS, LA 70130
(29.940006362000076, -90.06449240799998)"
JOEY K'S RESTAURANT,3001 MAGAZINE ST,NEW ORLEANS,LA,70115-2232,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MAGAZINE ST LTD INC,"3001 MAGAZINE ST
NEW ORLEANS, LA 70115-2232
(29.92494488600005, -90.08476450199998)"
JOHHNY WHITE'S PUB & GRILL,718 BOURBON ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JOHNNY WHITE'S PUB & GRILLC,"718 BOURBON ST
NEW ORLEANS, LA 70116
(29.958900326000048, -90.06536929499998)"
JOHN & MARY FOOD STORE,3238 ORLEANS AVE,NEW ORLEANS,LA,70119-3917,1101 - CONVENIENCE STORES,JOHN & MARY INC,"3238 ORLEANS AVE
NEW ORLEANS, LA 70119-3917
(29.97460011700008, -90.08872230799994)"
JOHNNY SANCHEZ,930 POYDRAS ST,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JOHNNY SANCHEZ, LLC","930 POYDRAS ST
NEW ORLEANS, LA 70112
(29.950163726000028, -90.07375675399999)"
JOHNNY WHITE'S BAR,733 ST PETER ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"JOHNNY WHITE'S 733 ST PETER, L.L.C.","733 ST PETER ST
NEW ORLEANS, LA 70116
(29.95846476400004, -90.06537505599994)"
JOHNNY WHITE'S CORNER PUB,720 BOURBON ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"JOHNNY WHITE'S CORNER PUB, LLC","720 BOURBON ST
NEW ORLEANS, LA 70116
(29.95907836400005, -90.06519878099994)"
JOHNNY WHITE'S HOLE IN THE WALL,718 BOURBON ST,NEW ORLEANS,LA,70116-3105,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),GLW INC,"718 BOURBON ST
NEW ORLEANS, LA 70116-3105
(29.958900326000048, -90.06536929499998)"
JOHNNY'S PO-BOY RESTAURANT,511 ST LOUIS ST,NEW ORLEANS,LA,70130-2117,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JOHNNY'S PO-BOY RESTAURANT INC,"511 ST LOUIS ST
NEW ORLEANS, LA 70130-2117
(29.955374344000063, -90.06450508299997)"
JOSIE'S PLAYHOUSE,1939 LAPEYROUSE ST,NEW ORLEANS,LA,70116,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),JOSIE'S PLAYHOUSE LLC,"1939 LAPEYROUSE ST
NEW ORLEANS, LA 70116
(29.975024206000057, -90.06912458099998)"
Joy Theater,1200 CANAL ST,NEW ORLEANS,LA,70112,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"Nola Theater District, LLC.","1200 CANAL ST
NEW ORLEANS, LA 70112
(29.95620744400003, -90.07379708399998)"
JR'S PLACE,1200 TECHE ST,NEW ORLEANS,LA,70114,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"M.R. JR, LLC","1200 TECHE ST
NEW ORLEANS, LA 70114
(29.943122132000042, -90.05202932799995)"
JUAN'S FLYING BURRITO,2018 MAGAZINE ST,NEW ORLEANS,LA,70130-5018,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUAN'S FLYING BURRITO LLC,"2018 MAGAZINE ST
NEW ORLEANS, LA 70130-5018
(29.930686706000074, -90.07504385299995)"
JUNCTION,3021 ST CLAUDE AVE,NEW ORLEANS,LA,70117,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"JUNCTION NOLA ,LLC","3021 ST CLAUDE AVE
NEW ORLEANS, LA 70117
(29.968047139000078, -90.04538411899995)"
JUNG'S GOLDEN DRAGON 11,3009 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUNG'S GOLDEN DRAGON 11 INC,"3009 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.92486537800005, -90.08491429899999)"
JW MARRIOTT NEW ORLEANS,614 CANAL ST,NEW ORLEANS,LA,70130,2065 - CATERERS,MARRIOTT HOTEL SERVICES INC,"614 CANAL ST
NEW ORLEANS, LA 70130
(29.952777101000038, -90.06877659199995)"
JW MARRIOTT NEW ORLEANS-[REST],614 CANAL ST,NEW ORLEANS,LA,70130-2308,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MARRIOTT HOTEL SERV., IN","614 CANAL ST
NEW ORLEANS, LA 70130-2308
(29.952777101000038, -90.06877659199995)"
K & T FOOD STORE,3204 TULANE AVE,NEW ORLEANS,LA,70119,1101 - CONVENIENCE STORES,"K & T FOOD STORE, INC","3204 TULANE AVE
NEW ORLEANS, LA 70119
(29.964314899000044, -90.09621242199995)"
K-PAUL'S  LOUISIANA KITCHEN,416 CHARTRES ST,NEW ORLEANS,LA,70130-2102,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"K-PAUL'S  LOUISIANA KITCHEN, INC.","416 CHARTRES ST
NEW ORLEANS, LA 70130-2102
(29.955390476000048, -90.06563892899999)"
KAJUN VIEUX CARRE PUB,2256 ST CLAUDE AVE,NEW ORLEANS,LA,70117-8439,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),KAJUN VIEUX CARRE PUB   LLC,"2256 ST CLAUDE AVE
NEW ORLEANS, LA 70117-8439
(29.968642869000064, -90.05498838799997)"
KATIE'S RESTAURANT & BAR,3701 IBERVILLE ST,NEW ORLEANS,LA,70119,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SCOTTIES CREOLE COOKING & CATERING LLC,"3701 IBERVILLE ST
NEW ORLEANS, LA 70119
(29.972944337000058, -90.09601422999998)"
KAYLA'S RESTAURANT,3036 1/2 ST CLAUDE AVE,NEW ORLEANS,LA,70117,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KAYLA'S RESTAURANT LLC,"3036 1/2 ST CLAUDE AVE
NEW ORLEANS, LA 70117
(29.96779641100005, -90.04516590399999)"
KEBAB,2315 ST CLAUDE AVE,NEW ORLEANS,LA,70117,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KEBAB NOLA LLC,"2315 ST CLAUDE AVE
NEW ORLEANS, LA 70117
(29.968927483000073, -90.05398244599996)"
KEIFE & CO,801 HOWARD AVE,NEW ORLEANS,LA,70113,"1110 - BEER, WINE & LIQUOR STORES",ARETE'  LLC,"801 HOWARD AVE
NEW ORLEANS, LA 70113
(29.944264043000032, -90.07376481999995)"
KELLER MARKET FOOD STORE,1802 MAGNOLIA ST,NEW ORLEANS,LA,70113-2936,1101 - CONVENIENCE STORES,GENGO MICHAEL A,"1802 MAGNOLIA ST
NEW ORLEANS, LA 70113-2936
(29.943872267000074, -90.08664617799997)"
KENILWORTH SPUR,6501 I 10 E SERVICE RD,NEW ORLEANS,LA,70126-2911,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"HINGEL PETROLEUM,LLC","6501 I 10 E SERVICE RD
NEW ORLEANS, LA 70126-2911
(30.02748075900007, -90.01495086199998)"
KERRY IRISH PUB,331 DECATUR ST,NEW ORLEANS,LA,70130-1023,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),KERRY ROSE CORP,"331 DECATUR ST
NEW ORLEANS, LA 70130-1023
(29.954190951000044, -90.06516188399996)"
KEY FOOD STORE,2600 LOUISIANA AVE,NEW ORLEANS,LA,70115,1101 - CONVENIENCE STORES,MAZIN INC,"2600 LOUISIANA AVE
NEW ORLEANS, LA 70115
(29.937337677000073, -90.09592780799994)"
KIEFER UNO LAKEFRONT ARENA,6801 FRANKLIN AVE,NEW ORLEANS,LA,70122-5707,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),UNIVERSITY OF NEW ORLEANS,"6801 FRANKLIN AVE
NEW ORLEANS, LA 70122-5707
(30.02756249500004, -90.05214916499995)"
KIM FOOD STORE,4233 ST CLAUDE AVE,NEW ORLEANS,LA,70117-5338,1101 - CONVENIENCE STORES,KIM FOOD LLC,"4233 ST CLAUDE AVE
NEW ORLEANS, LA 70117-5338
(29.965276766000045, -90.03313870899996)"
KING SUPERMARKET,1135 ST BERNARD AVE,NEW ORLEANS,LA,70116-1410,1106 - GROCERY (EXC CONVENIENCE) STORES,"MLT ENTERPRISES,INC","1135 ST BERNARD AVE
NEW ORLEANS, LA 70116-1410
(29.96764079600007, -90.06258813399995)"
KINGFISH,339 CHARTRES ST,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),337 CHARTRES LLC,"339 CHARTRES ST
NEW ORLEANS, LA 70112
(29.954620410000075, -90.06640391699995)"
KINGFISH COUNTER,335 CHARTRES ST,NEW ORLEANS,LA,70114,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),337 CHARTRES LLC,"335 CHARTRES ST
NEW ORLEANS, LA 70114
(29.954593860000045, -90.06642764899999)"
KORNER MARKET,3100 ST CLAUDE AVE,NEW ORLEANS,LA,70117,1106 - GROCERY (EXC CONVENIENCE) STORES,THANG DUC BUI,"3100 ST CLAUDE AVE
NEW ORLEANS, LA 70117
(29.967543592000027, -90.04405668999999)"
KRAZY KORNER,640 BOURBON ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),NICHOLAS S KARNO INC,"640 BOURBON ST
NEW ORLEANS, LA 70130
(29.958151348000058, -90.06603642499994)"
KREWE DU BIZOU WINES ,2500 ST LOUIS ST,NEW ORLEANS,LA,70119,0144 - WINE/DISTILLED ALCOHOLIC BEV WHLSRS,KREWE DU BIZOU WINES LLC ,"2500 ST LOUIS ST
NEW ORLEANS, LA 70119
(29.96727741500007, -90.08234701499998)"
KUBI'S CAFE,109 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LERMIOGLU, LLC.","109 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130
(29.950802090000025, -90.06628881599994)"
KWIK PIK,11040 MORRISON RD,NEW ORLEANS,LA,70127-1823,1101 - CONVENIENCE STORES,"ND GROUP ENTERPRISES, IN","11040 MORRISON RD
NEW ORLEANS, LA 70127-1823
(30.04666617500004, -89.97258756299999)"
KYOTO,4920 PRYTANIA ST,NEW ORLEANS,LA,70115-4018,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"KYOTO, INC              TANABE, TAKAMI","4920 PRYTANIA ST
NEW ORLEANS, LA 70115-4018
(29.924553110000033, -90.10843121799996)"
LA BAYOU,208 BOURBON ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"208 BOURBON , LLC","208 BOURBON ST
NEW ORLEANS, LA 70130
(29.954930716000035, -90.06890795199996)"
LA BOCA RESTAURANT,870 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Boca LLC,"870 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130
(29.943448227000033, -90.06754941199995)"
LA CASITA,634 JULIA ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JSI HOLDINGS, LLC","634 JULIA ST
NEW ORLEANS, LA 70130
(29.94578618500003, -90.07122851499997)"
LA CREPE NANOU INC,1410 ROBERT ST,NEW ORLEANS,LA,70115-4036,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LACREPE NANOU INC,"1410 ROBERT ST
NEW ORLEANS, LA 70115-4036
(29.924921840000025, -90.10891171999998)"
LA FOOD,5200 CROWDER BLVD,NEW ORLEANS,LA,70127,1101 - CONVENIENCE STORES,LA FOOD INC,"5200 CROWDER BLVD
NEW ORLEANS, LA 70127
(30.024739405000048, -89.98914930999996)"
LA GRAND CAFE,1001 LOYOLA AVE,NEW ORLEANS,LA,70113-1914,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GFM INC,"1001 LOYOLA AVE
NEW ORLEANS, LA 70113-1914
(29.945933250000053, -90.07729667899997)"
LA HABANA HEMINGWAY CIGAR BAR,533 TOULOUSE ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TIJUANA'S MEXICAN BAR AND GRILL LLC,"533 TOULOUSE ST
NEW ORLEANS, LA 70130
(29.95646440300004, -90.06425503799994)"
LA PETITE GROCERY,4238 MAGAZINE ST,NEW ORLEANS,LA,70115-2735,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LA PETITE GROCERY LLC,"4238 MAGAZINE ST
NEW ORLEANS, LA 70115-2735
(29.92087272200007, -90.10008869799998)"
LA POINTE 2,4061 TULANE AVE,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),LA POINTE 2 LLC,"4061 TULANE AVE
NEW ORLEANS, LA 70119
(29.96867818000004, -90.10561599299996)"
LA THAI CUISINE,4938 PRYTANIA ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THAI ORCHID LLC,"4938 PRYTANIA ST
NEW ORLEANS, LA 70115
(29.924572699000066, -90.10877114199997)"
Lace - The Grand Ballroom,6978 Martin Dr,NEW ORLEANS,LA,70126,3364 - RECEPTION HALL,Lace Inc.,"6978 Martin Dr
NEW ORLEANS, LA 70126
(30.028647945000046, -90.01205897699998)"
LAFITTE'S BLACKSMITH SHOP,941 BOURBON ST,NEW ORLEANS,LA,70116-3120,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"BLACKSMITH MANAGEMENT, INC.","941 BOURBON ST
NEW ORLEANS, LA 70116-3120
(29.960969825000063, -90.06358210599996)"
LAGNIAPPE EXCHANGE,601 Loyola Ave,NEW ORLEANS,LA,70113,"1154 - GIFT, NOVELTY & SOUVENIR STORES","Travel Trader Hotel Stores, Inc.","601 Loyola Ave
NEW ORLEANS, LA 70113
(29.949339844000065, -90.07630099199997)"
